plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,comments
ROSEWORTHY_S1.2_P3123_R3,2023,5,24,barley,NA,NA,compass,NA,NA,TRUE,NA,NA,sale,184,NA,NA,34,NA,NA,On-time,
ROSEWORTHY_S2_P1212_R1,2023,5,24,lentil,NA,NA,hurricane xt,NA,NA,TRUE,NA,NA,sale,120,NA,NA,30,NA,NA,On-time,
ROSEWORTHY_S2_P1212_R2,2023,5,24,lentil,NA,NA,hurricane xt,NA,NA,TRUE,NA,NA,sale,123,NA,NA,33,NA,NA,On-time,
ROSEWORTHY_S2_P1212_R3,2023,5,24,lentil,NA,NA,hurricane xt,NA,NA,TRUE,NA,NA,sale,127,NA,NA,37,NA,NA,On-time,
ROSEWORTHY_S2_P2121_R1,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,202,NA,NA,32,NA,NA,On-time,
ROSEWORTHY_S2_P2121_R2,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,203,NA,NA,33,NA,NA,On-time,
ROSEWORTHY_S2_P2121_R3,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,208,NA,NA,38,NA,NA,On-time,
ROSEWORTHY_S3_P1212_R1,2023,5,24,vetch,NA,NA,timok,NA,NA,TRUE,NA,NA,soilManagement,120,NA,NA,30,NA,NA,On-time,
ROSEWORTHY_S3_P1212_R2,2023,5,24,vetch,NA,NA,timok,NA,NA,TRUE,NA,NA,soilManagement,121,NA,NA,31,NA,NA,On-time,
ROSEWORTHY_S3_P1212_R3,2023,5,24,vetch,NA,NA,timok,NA,NA,TRUE,NA,NA,soilManagement,122,NA,NA,32,NA,NA,On-time,
ROSEWORTHY_S3_P2121_R1,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,201,NA,NA,31,NA,NA,On-time,
ROSEWORTHY_S3_P2121_R2,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,205,NA,NA,35,NA,NA,On-time,
ROSEWORTHY_S3_P2121_R3,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,207,NA,NA,37,NA,NA,On-time,
ROSEWORTHY_S4_P1231_R1,2023,5,24,canola,fieldpea,NA,py520tc,wharton,NA,TRUE,TRUE,NA,sale,30,49.5,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P1231_R2,2023,5,24,canola,fieldpea,NA,py520tc,wharton,NA,TRUE,TRUE,NA,sale,30,49.5,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P1231_R3,2023,5,24,canola,fieldpea,NA,py520tc,wharton,NA,TRUE,TRUE,NA,sale,30,49.5,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P2312_R1,2023,5,24,wheat,lentil,NA,hammer cl,hurricane xt,NA,TRUE,TRUE,NA,sale,120,108,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P2312_R2,2023,5,24,wheat,lentil,NA,hammer cl,hurricane xt,NA,TRUE,TRUE,NA,sale,120,108,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P2312_R3,2023,5,24,wheat,lentil,NA,hammer cl,hurricane xt,NA,TRUE,TRUE,NA,sale,120,108,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P3123_R1,2023,5,24,barley,fababean,NA,titan ax,bendoc,NA,TRUE,TRUE,NA,sale,110,27,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P3123_R2,2023,5,24,barley,fababean,NA,titan ax,bendoc,NA,TRUE,TRUE,NA,sale,110,27,NA,30,30,NA,On-time,
ROSEWORTHY_S4_P3123_R3,2023,5,24,barley,fababean,NA,titan ax,bendoc,NA,TRUE,TRUE,NA,sale,110,27,NA,30,30,NA,On-time,
ROSEWORTHY_S5_P0000_R1,2023,5,24,canola,NA,NA,raptor tf,NA,NA,TRUE,NA,NA,sale,50,NA,NA,15,NA,NA,On-time,
ROSEWORTHY_S5_P0000_R2,2023,5,24,canola,NA,NA,raptor tf,NA,NA,TRUE,NA,NA,sale,51,NA,NA,16,NA,NA,On-time,
ROSEWORTHY_S5_P0000_R3,2023,5,24,canola,NA,NA,raptor tf,NA,NA,TRUE,NA,NA,sale,52,NA,NA,17,NA,NA,On-time,
ROSEWORTHY_S6_P0000_R1,2023,5,24,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,201,NA,NA,31,NA,NA,On-time,
ROSEWORTHY_S6_P0000_R2,2023,5,24,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,205,NA,NA,35,NA,NA,On-time,
ROSEWORTHY_S6_P0000_R3,2023,5,24,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,206,NA,NA,36,NA,NA,On-time,
ROSEWORTHY_S7_P0000_R1,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,200,NA,NA,30,NA,NA,On-time,
ROSEWORTHY_S7_P0000_R2,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,204,NA,NA,34,NA,NA,On-time,
ROSEWORTHY_S7_P0000_R3,2023,5,24,durum,NA,NA,bittali,NA,NA,TRUE,NA,NA,sale,206,NA,NA,36,NA,NA,On-time,
