plotID,year,month,day,name,targetPest,unitsAppliedKgOrLitres,appliedAmount,comments
WARRAMBINE_S2_P1231_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P1231_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P1231_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P1231_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P2312_R1,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S2_P2312_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P2312_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P2312_R2,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S2_P2312_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P2312_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P2312_R3,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S2_P2312_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P2312_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P3123_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P3123_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P3123_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P3123_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P3123_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S2_P3123_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P1231_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P1231_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P1231_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P1231_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P1231_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P1231_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P2312_R1,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S3_P2312_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P2312_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P2312_R2,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S3_P2312_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P2312_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P2312_R3,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S3_P2312_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P2312_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P3123_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P3123_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P3123_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P3123_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P3123_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S3_P3123_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P1231_R1,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S4_P1231_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P1231_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P1231_R2,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S4_P1231_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P1231_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P1231_R3,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S4_P1231_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P1231_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P2312_R1,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S4_P2312_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P2312_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P2312_R2,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S4_P2312_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P2312_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P2312_R3,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S4_P2312_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P2312_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P3123_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P3123_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P3123_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P3123_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P3123_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S4_P3123_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P1231_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P1231_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P1231_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P1231_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P1231_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P1231_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P2312_R1,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S5_P2312_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P2312_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P2312_R2,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S5_P2312_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P2312_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P2312_R3,2023,5,18,Pyrinex Super,RLEM,L,1,Insecticide - PSPE
WARRAMBINE_S5_P2312_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P2312_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P3123_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P3123_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P3123_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P3123_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P3123_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S5_P3123_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S6_P0000_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S6_P0000_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S6_P0000_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S6_P0000_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S6_P0000_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S6_P0000_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S7_P0000_R1,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S7_P0000_R1,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S7_P0000_R2,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S7_P0000_R2,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S7_P0000_R3,2023,5,16,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
WARRAMBINE_S7_P0000_R3,2023,5,26,Transcend,faw,kg,8,"Molluscicide - Millipedes, slugs, earwigs "
