plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,comments
APPILA_S1_P3123_R1,2023,5,31,Barley,NA,NA,Commodus,NA,NA,TRUE,NA,NA,sale,80,NA,NA,25,NA,NA,On-time,
APPILA_S1_P3123_R2,2023,5,31,Barley,NA,NA,Commodus,NA,NA,TRUE,NA,NA,sale,80,NA,NA,25,NA,NA,On-time,
APPILA_S1_P3123_R3,2023,5,31,Barley,NA,NA,Commodus,NA,NA,TRUE,NA,NA,sale,80,NA,NA,25,NA,NA,On-time,
APPILA_S3_P2341_R1,2023,5,31,Canola,NA,NA,44Y94,NA,NA,FALSE,NA,NA,sale,5,NA,NA,10,NA,NA,On-time,
APPILA_S3_P2341_R2,2023,5,31,Canola,NA,NA,44Y94,NA,NA,FALSE,NA,NA,sale,5,NA,NA,10,NA,NA,On-time,
APPILA_S3_P2341_R3,2023,5,31,Canola,NA,NA,44Y94,NA,NA,FALSE,NA,NA,sale,5,NA,NA,10,NA,NA,On-time,
APPILA_S6_P0000_R1,2023,5,31,Canola,NA,NA,44Y94,NA,NA,FALSE,NA,NA,sale,5,NA,NA,10,NA,NA,On-time,
APPILA_S6_P0000_R2,2023,5,31,Canola,NA,NA,44Y94,NA,NA,FALSE,NA,NA,sale,5,NA,NA,10,NA,NA,On-time,
APPILA_S6_P0000_R3,2023,5,31,Canola,NA,NA,44Y94,NA,NA,FALSE,NA,NA,sale,5,NA,NA,10,NA,NA,On-time,
APPILA_S3_P1234_R1,2023,5,31,Lentil,NA,NA,Hurricane,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S2_P1212_R1,2023,5,31,Lentil,NA,NA,Hurricane,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S2_P1212_R2,2023,5,31,Lentil,NA,NA,Hurricane,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S3_P1234_R2,2023,5,31,Lentil,NA,NA,Hurricane,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S2_P1212_R3,2023,5,31,Lentil,NA,NA,Hurricane,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S3_P1234_R3,2023,5,31,Lentil,NA,NA,Hurricane,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S1_P1231_R1,2023,5,31,Vetch ,NA,NA,Volga,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S1_P1231_R2,2023,5,31,Vetch ,NA,NA,Volga,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S1_P1231_R3,2023,5,31,Vetch ,NA,NA,Volga,NA,NA,FALSE,NA,NA,sale,20,NA,NA,25,NA,NA,On-time,
APPILA_S4_P1231_R1,2023,5,31,Vetch ,Oat,NA,Volga,Kingbale,NA,FALSE,NA,NA,fodder,20,100,NA,25,25,NA,On-time,
APPILA_S4_P1231_R2,2023,5,31,Vetch ,Oat,NA,Volga,Kingbale,NA,FALSE,NA,NA,fodder,20,100,NA,25,25,NA,On-time,
APPILA_S4_P1231_R3,2023,5,31,Vetch ,Oat,NA,Volga,Kingbale,NA,FALSE,NA,NA,fodder,20,100,NA,25,25,NA,On-time,
