plotID,year,month,day,crop1Name,crop2Name,crop3Name,harvestOutcome,harvestReason,crop1Yield,crop2Yield,crop3Yield,terminationState,comments
STREATHAM_S1.3_P2121_R3,2024,1,12,Wheat,NA,NA,success,sale,4361,NA,NA,stubble,
STREATHAM_S1.4_P1212_R1,2023,12,6,Canola,NA,NA,success,sale,4693,NA,NA,stubble,
STREATHAM_S1.4_P1212_R2,2023,12,6,Canola,NA,NA,success,sale,430,NA,NA,stubble,
STREATHAM_S1.4_P1212_R3,2023,12,6,Canola,NA,NA,success,sale,4462,NA,NA,stubble,
STREATHAM_S1.4_P2121_R1,2024,1,12,Wheat,NA,NA,success,sale,5489,NA,NA,stubble,
STREATHAM_S1.4_P2121_R2,2024,1,12,Wheat,NA,NA,success,sale,5317,NA,NA,stubble,
STREATHAM_S1.4_P2121_R3,2024,1,12,Wheat,NA,NA,success,sale,4920,NA,NA,stubble,
STREATHAM_S10_P1212_R1,2023,12,7,Canola,field pea,NA,success,sale,4398,0,NA,stubble,
STREATHAM_S10_P1212_R2,2023,12,7,Canola,field pea,NA,success,sale,4520,0,NA,stubble,
STREATHAM_S10_P1212_R3,2023,12,7,Canola,field pea,NA,success,sale,4556,0,NA,stubble,
STREATHAM_S10_P2121_R1,2024,1,12,Wheat,vetch,NA,success,sale,2873,0,NA,stubble,
STREATHAM_S10_P2121_R2,2024,1,12,Wheat,vetch,NA,success,sale,3598,0,NA,stubble,
STREATHAM_S10_P2121_R3,2024,1,12,Wheat,vetch,NA,success,sale,3479,0,NA,stubble,
STREATHAM_S11_P0000_R1,2024,1,12,Wheat,barley,faba bean,success,sale,4728,0,0,stubble,
STREATHAM_S11_P0000_R2,2024,1,12,Wheat,barley,faba bean,success,sale,4616,0,0,stubble,
STREATHAM_S11_P0000_R3,2024,1,12,Wheat,barley,faba bean,success,sale,4622,0,0,stubble,
STREATHAM_S11_P0000_R4,2024,1,12,Wheat,barley,faba bean,success,sale,4896,0,0,stubble,
STREATHAM_S11_P0000_R5,2024,1,12,Wheat,barley,faba bean,success,sale,4948,0,0,stubble,
STREATHAM_S11_P0000_R6,2024,1,12,Wheat,barley,faba bean,success,sale,4588,0,0,stubble,
STREATHAM_S11_P0000_R7,2024,1,12,Wheat,barley,faba bean,success,sale,4476,0,0,stubble,
STREATHAM_S11_P0000_R8,2024,1,12,Wheat,barley,faba bean,success,sale,4686,0,0,stubble,
STREATHAM_S11_P0000_R9,2024,1,12,Wheat,barley,faba bean,success,sale,4817,0,0,stubble,
STREATHAM_S12_P0000_R1,2024,1,12,Wheat,NA,NA,success,sale,4826,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R2,2024,1,12,Wheat,NA,NA,success,sale,5102,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R3,2024,1,12,Wheat,NA,NA,success,sale,4138,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R4,2024,1,12,Wheat,NA,NA,success,sale,5544,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R5,2024,1,12,Wheat,NA,NA,success,sale,4712,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R6,2024,1,12,Wheat,NA,NA,success,sale,4865,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R7,2024,1,12,Wheat,NA,NA,success,sale,5055,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R8,2024,1,12,Wheat,NA,NA,success,sale,5340,NA,NA,stubble,fb summer crop
STREATHAM_S12_P0000_R9,2024,1,12,Wheat,NA,NA,success,sale,5272,NA,NA,stubble,fb summer crop
STREATHAM_S13_P0000_R1,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R2,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R3,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R4,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R5,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R6,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R7,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R8,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S13_P0000_R9,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S2.1_P1234_R1,2023,12,5,Faba bean,NA,NA,success,sale,2538,NA,NA,stubble,
STREATHAM_S2.1_P1234_R2,2023,12,5,Faba bean,NA,NA,success,sale,2196,NA,NA,stubble,
STREATHAM_S2.1_P1234_R3,2023,12,5,Faba bean,NA,NA,success,sale,2440,NA,NA,stubble,
STREATHAM_S2.1_P2341_R1,2023,12,6,Canola,NA,NA,success,sale,4326,NA,NA,stubble,
STREATHAM_S2.1_P2341_R2,2023,12,6,Canola,NA,NA,success,sale,4142,NA,NA,stubble,
STREATHAM_S2.1_P2341_R3,2023,12,6,Canola,NA,NA,success,sale,4118,NA,NA,stubble,
STREATHAM_S2.1_P3412_R1,2024,1,12,Wheat,NA,NA,success,sale,5440,NA,NA,stubble,
STREATHAM_S2.1_P3412_R2,2024,1,12,Wheat,NA,NA,success,sale,5681,NA,NA,stubble,
STREATHAM_S2.1_P3412_R3,2024,1,12,Wheat,NA,NA,success,sale,4877,NA,NA,stubble,
STREATHAM_S2.1_P4123_R1,2024,1,12,Wheat,NA,NA,success,sale,5625,NA,NA,stubble,
STREATHAM_S2.1_P4123_R2,2024,1,12,Wheat,NA,NA,success,sale,4514,NA,NA,stubble,
STREATHAM_S2.1_P4123_R3,2024,1,12,Wheat,NA,NA,success,sale,3683,NA,NA,stubble,
STREATHAM_S2.2_P1234_R1,2023,12,5,Faba bean,NA,NA,success,sale,2361,NA,NA,stubble,
STREATHAM_S2.2_P1234_R2,2023,12,5,Faba bean,NA,NA,success,sale,2557,NA,NA,stubble,
STREATHAM_S2.2_P1234_R3,2023,12,5,Faba bean,NA,NA,success,sale,1727,NA,NA,stubble,
STREATHAM_S2.2_P2341_R1,2023,12,6,Canola,NA,NA,success,sale,3955,NA,NA,stubble,
STREATHAM_S2.2_P2341_R2,2023,12,6,Canola,NA,NA,success,sale,4442,NA,NA,stubble,
STREATHAM_S2.2_P2341_R3,2023,12,6,Canola,NA,NA,success,sale,4347,NA,NA,stubble,
STREATHAM_S2.2_P3412_R1,2024,1,12,Wheat,NA,NA,success,sale,5851,NA,NA,stubble,
STREATHAM_S2.2_P3412_R2,2024,1,12,Wheat,NA,NA,success,sale,5573,NA,NA,stubble,
STREATHAM_S2.2_P3412_R3,2024,1,12,Wheat,NA,NA,success,sale,4825,NA,NA,stubble,
STREATHAM_S2.2_P4123_R1,2024,1,12,Wheat,NA,NA,success,sale,5712,NA,NA,stubble,
STREATHAM_S2.2_P4123_R2,2024,1,12,Wheat,NA,NA,success,sale,5512,NA,NA,stubble,
STREATHAM_S2.2_P4123_R3,2024,1,12,Wheat,NA,NA,success,sale,5410,NA,NA,stubble,
STREATHAM_S2.3_P1234_R1,2023,12,5,Faba bean,NA,NA,success,sale,2572,NA,NA,stubble,
STREATHAM_S2.3_P1234_R2,2023,12,5,Faba bean,NA,NA,success,sale,1882,NA,NA,stubble,
STREATHAM_S2.3_P1234_R3,2023,12,5,Faba bean,NA,NA,success,sale,2938,NA,NA,stubble,
STREATHAM_S2.3_P2341_R1,2023,12,6,Canola,NA,NA,success,sale,4363,NA,NA,stubble,
STREATHAM_S2.3_P2341_R2,2023,12,6,Canola,NA,NA,success,sale,4052,NA,NA,stubble,
STREATHAM_S2.3_P2341_R3,2023,12,6,Canola,NA,NA,success,sale,3843,NA,NA,stubble,
STREATHAM_S2.3_P3412_R1,2024,1,12,Wheat,NA,NA,success,sale,3889,NA,NA,stubble,
STREATHAM_S2.3_P3412_R2,2024,1,12,Wheat,NA,NA,success,sale,4700,NA,NA,stubble,
STREATHAM_S2.3_P3412_R3,2024,1,12,Wheat,NA,NA,success,sale,4920,NA,NA,stubble,
STREATHAM_S2.3_P4123_R1,2024,1,12,Wheat,NA,NA,success,sale,4569,NA,NA,stubble,
STREATHAM_S2.3_P4123_R2,2024,1,12,Wheat,NA,NA,success,sale,4965,NA,NA,stubble,
STREATHAM_S2.3_P4123_R3,2024,1,12,Wheat,NA,NA,success,sale,5819,NA,NA,stubble,
STREATHAM_S2.4_P1234_R1,2023,12,5,Faba bean,NA,NA,success,sale,2483,NA,NA,stubble,
STREATHAM_S2.4_P1234_R2,2023,12,5,Faba bean,NA,NA,success,sale,2856,NA,NA,stubble,
STREATHAM_S2.4_P1234_R3,2023,12,5,Faba bean,NA,NA,success,sale,2242,NA,NA,stubble,
STREATHAM_S2.4_P2341_R1,2023,12,6,Canola,NA,NA,success,sale,4497,NA,NA,stubble,
STREATHAM_S2.4_P2341_R2,2023,12,6,Canola,NA,NA,success,sale,4218,NA,NA,stubble,
STREATHAM_S2.4_P2341_R3,2023,12,6,Canola,NA,NA,success,sale,4479,NA,NA,stubble,
STREATHAM_S2.4_P3412_R1,2024,1,12,Wheat,NA,NA,success,sale,5576,NA,NA,stubble,
STREATHAM_S2.4_P3412_R2,2024,1,12,Wheat,NA,NA,success,sale,4837,NA,NA,stubble,
STREATHAM_S2.4_P3412_R3,2024,1,12,Wheat,NA,NA,success,sale,5767,NA,NA,stubble,
STREATHAM_S2.4_P4123_R1,2024,1,12,Wheat,NA,NA,success,sale,5862,NA,NA,stubble,
STREATHAM_S2.4_P4123_R2,2024,1,12,Wheat,NA,NA,success,sale,6312,NA,NA,stubble,
STREATHAM_S2.4_P4123_R3,2024,1,12,Wheat,NA,NA,success,sale,5641,NA,NA,stubble,
STREATHAM_S3_P1234_R1,2023,12,5,Faba bean,NA,NA,success,sale,2202,NA,NA,stubble,
STREATHAM_S3_P1234_R2,2023,12,5,Faba bean,NA,NA,success,sale,2083,NA,NA,stubble,
STREATHAM_S3_P1234_R3,2023,12,5,Faba bean,NA,NA,success,sale,2944,NA,NA,stubble,
STREATHAM_S3_P2341_R1,2024,1,12,Wheat,NA,NA,success,sale,5729,NA,NA,stubble,
STREATHAM_S3_P2341_R2,2024,1,12,Wheat,NA,NA,success,sale,5311,NA,NA,stubble,
STREATHAM_S3_P2341_R3,2024,1,12,Wheat,NA,NA,success,sale,5905,NA,NA,stubble,
STREATHAM_S3_P3412_R1,2023,12,6,Canola,NA,NA,success,sale,4282,NA,NA,stubble,
STREATHAM_S3_P3412_R2,2023,12,6,Canola,NA,NA,success,sale,4538,NA,NA,stubble,
STREATHAM_S3_P3412_R3,2023,12,6,Canola,NA,NA,success,sale,3923,NA,NA,stubble,
STREATHAM_S3_P4123_R1,2024,1,12,Wheat,NA,NA,success,sale,5845,NA,NA,stubble,
STREATHAM_S3_P4123_R2,2024,1,12,Wheat,NA,NA,success,sale,6149,NA,NA,stubble,
STREATHAM_S3_P4123_R3,2024,1,12,Wheat,NA,NA,success,sale,6627,NA,NA,stubble,
STREATHAM_S4_P1231_R1,2024,1,12,Vetch,wheat,NA,success,sale,0,0,NA,stubble,
STREATHAM_S4_P1231_R2,2024,1,12,Vetch,wheat,NA,success,sale,0,0,NA,stubble,
STREATHAM_S4_P1231_R3,2024,1,12,Vetch,wheat,NA,success,sale,0,0,NA,stubble,
STREATHAM_S4_P2312_R1,2023,12,6,Canola,NA,NA,success,sale,4239,NA,NA,stubble,
STREATHAM_S4_P2312_R2,2023,12,6,Canola,NA,NA,success,sale,4151,NA,NA,stubble,
STREATHAM_S4_P2312_R3,2023,12,6,Canola,NA,NA,success,sale,4172,NA,NA,stubble,
STREATHAM_S4_P3123_R1,2024,1,12,Wheat,NA,NA,success,sale,5495,NA,NA,stubble,
STREATHAM_S4_P3123_R2,2024,1,12,Wheat,NA,NA,success,sale,5320,NA,NA,stubble,
STREATHAM_S4_P3123_R3,2024,1,12,Wheat,NA,NA,success,sale,5438,NA,NA,stubble,
STREATHAM_S5_P1231_R1,2023,12,6,Canola,NA,NA,success,sale,4612,NA,NA,stubble,
STREATHAM_S5_P1231_R2,2023,12,6,Canola,NA,NA,success,sale,4677,NA,NA,stubble,
STREATHAM_S5_P1231_R3,2023,12,6,Canola,NA,NA,success,sale,4674,NA,NA,stubble,
STREATHAM_S5_P2312_R1,2024,1,12,Wheat,NA,NA,success,sale,5159,NA,NA,stubble,
STREATHAM_S5_P2312_R2,2024,1,12,Wheat,NA,NA,success,sale,5442,NA,NA,stubble,
STREATHAM_S5_P2312_R3,2024,1,12,Wheat,NA,NA,success,sale,5882,NA,NA,stubble,
STREATHAM_S5_P3123_R1,2024,1,13,Barley,NA,NA,success,sale,6881,NA,NA,stubble,
STREATHAM_S5_P3123_R2,2024,1,13,Barley,NA,NA,success,sale,6178,NA,NA,stubble,
STREATHAM_S5_P3123_R3,2024,1,13,Barley,NA,NA,success,sale,5779,NA,NA,stubble,
STREATHAM_S6.1_P1231_R1,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,sown + grazed
STREATHAM_S6.1_P1231_R2,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,sown + grazed
STREATHAM_S6.1_P1231_R3,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,sown + grazed
STREATHAM_S6.1_P2312_R1,2023,12,6,Canola,NA,NA,success,sale,4326,NA,NA,stubble,
STREATHAM_S6.1_P2312_R2,2023,12,6,Canola,NA,NA,success,sale,4168,NA,NA,stubble,
STREATHAM_S6.1_P2312_R3,2023,12,6,Canola,NA,NA,success,sale,3940,NA,NA,stubble,
STREATHAM_S6.1_P3123_R1,2024,1,12,Wheat,NA,NA,success,sale,5017,NA,NA,stubble,
STREATHAM_S6.1_P3123_R2,2024,1,12,Wheat,NA,NA,success,sale,5212,NA,NA,stubble,
STREATHAM_S6.1_P3123_R3,2024,1,12,Wheat,NA,NA,success,sale,5767,NA,NA,stubble,
STREATHAM_S6.2_P1231_R1,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S6.2_P1231_R2,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S6.2_P1231_R3,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S6.2_P2312_R1,2023,12,6,Canola,NA,NA,success,sale,4349,NA,NA,stubble,
STREATHAM_S6.2_P2312_R2,2023,12,6,Canola,NA,NA,success,sale,4130,NA,NA,stubble,
STREATHAM_S6.2_P2312_R3,2023,12,6,Canola,NA,NA,success,sale,3668,NA,NA,stubble,
STREATHAM_S6.2_P3123_R1,2024,1,12,Wheat,NA,NA,success,sale,5984,NA,NA,stubble,
STREATHAM_S6.2_P3123_R2,2024,1,12,Wheat,NA,NA,success,sale,6009,NA,NA,stubble,
STREATHAM_S6.2_P3123_R3,2024,1,12,Wheat,NA,NA,success,sale,4467,NA,NA,stubble,
STREATHAM_S7_P1234_R1,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S7_P1234_R2,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S7_P1234_R3,2023,12,5,balansa clover,NA,NA,success,fodder,0,NA,NA,stubble,
STREATHAM_S7_P2341_R1,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,grazed
STREATHAM_S7_P2341_R2,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,grazed
STREATHAM_S7_P2341_R3,2023,12,5,Perennial ryegrass,NA,NA,success,fodder,0,NA,NA,stubble,grazed
STREATHAM_S7_P3412_R1,2023,12,6,Canola,NA,NA,success,sale,4146,NA,NA,stubble,
STREATHAM_S7_P3412_R2,2023,12,6,Canola,NA,NA,success,sale,4625,NA,NA,stubble,
STREATHAM_S7_P3412_R3,2023,12,6,Canola,NA,NA,success,sale,4141,NA,NA,stubble,
STREATHAM_S7_P4123_R1,2024,1,12,Wheat,NA,NA,success,sale,5622,NA,NA,stubble,
STREATHAM_S7_P4123_R2,2024,1,12,Wheat,NA,NA,success,sale,5620,NA,NA,stubble,
STREATHAM_S7_P4123_R3,2024,1,12,Wheat,NA,NA,success,sale,4719,NA,NA,stubble,
STREATHAM_S8_P1231_R1,2023,12,5,Vetch,NA,NA,success,soilManagement,0,NA,NA,stubble,
STREATHAM_S8_P1231_R2,2023,12,5,Vetch,NA,NA,success,soilManagement,0,NA,NA,stubble,
STREATHAM_S8_P1231_R3,2023,12,5,Vetch,NA,NA,success,soilManagement,0,NA,NA,stubble,
STREATHAM_S8_P2312_R1,2023,12,6,Canola,NA,NA,success,sale,4022,NA,NA,stubble,
STREATHAM_S8_P2312_R2,2023,12,6,Canola,NA,NA,success,sale,4494,NA,NA,stubble,
STREATHAM_S8_P2312_R3,2023,12,6,Canola,NA,NA,success,sale,4178,NA,NA,stubble,
STREATHAM_S8_P3123_R1,2024,1,12,Wheat,NA,NA,success,sale,5075,NA,NA,stubble,
STREATHAM_S8_P3123_R2,2024,1,12,Wheat,NA,NA,success,sale,5750,NA,NA,stubble,
STREATHAM_S8_P3123_R3,2024,1,12,Wheat,NA,NA,success,sale,5352,NA,NA,stubble,
STREATHAM_S9.1_P1212_R1,2023,12,7,Canola,field pea,NA,success,sale,4604,0,NA,stubble,
STREATHAM_S9.1_P1212_R2,2023,12,7,Canola,field pea,NA,success,sale,4293,0,NA,stubble,
STREATHAM_S9.1_P1212_R3,2023,12,7,Canola,field pea,NA,success,sale,4800,0,NA,stubble,
STREATHAM_S9.1_P2121_R1,2024,1,12,Wheat,NA,NA,success,sale,6204,NA,NA,stubble,
STREATHAM_S9.1_P2121_R2,2024,1,12,Wheat,NA,NA,success,sale,4564,NA,NA,stubble,
STREATHAM_S9.1_P2121_R3,2024,1,12,Wheat,NA,NA,success,sale,5023,NA,NA,stubble,
STREATHAM_S9.2_P1212_R1,2023,12,7,Canola,field pea,NA,success,sale,0,0,NA,stubble,
STREATHAM_S9.2_P1212_R2,2023,12,7,Canola,field pea,NA,success,sale,4293,0,NA,stubble,
STREATHAM_S9.2_P1212_R3,2023,12,7,Canola,field pea,NA,success,sale,0,0,NA,stubble,
STREATHAM_S9.2_P2121_R1,2024,1,12,Wheat,NA,NA,success,sale,4948,NA,NA,stubble,
STREATHAM_S9.2_P2121_R2,2024,1,12,Wheat,NA,NA,success,sale,4875,NA,NA,stubble,
STREATHAM_S9.2_P2121_R3,2024,1,12,Wheat,NA,NA,success,sale,4066,NA,NA,stubble,
STREATHAM_S9.3_P1212_R1,2023,12,7,Canola,field pea,NA,success,sale,4809,0,NA,stubble,
STREATHAM_S9.3_P1212_R2,2023,12,7,Canola,field pea,NA,success,sale,4764,0,NA,stubble,
STREATHAM_S9.3_P1212_R3,2023,12,7,Canola,field pea,NA,success,sale,4719,0,NA,stubble,
STREATHAM_S9.3_P2121_R1,2024,1,12,Wheat,NA,NA,success,sale,5778,NA,NA,stubble,
STREATHAM_S9.3_P2121_R2,2024,1,12,Wheat,NA,NA,success,sale,5221,NA,NA,stubble,
STREATHAM_S9.3_P2121_R3,2024,1,12,Wheat,NA,NA,success,sale,5934,NA,NA,stubble,
