plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,comments
EDILLILIE_S2.2_P2341_R2,2023,5,12,canola,NA,NA,nuseed emu tf,NA,NA,TRUE,NA,NA,sale,50,NA,NA,20,NA,NA,On-time,
EDILLILIE_S2.2_P2341_R3,2023,5,12,canola,NA,NA,nuseed emu tf,NA,NA,TRUE,NA,NA,sale,50,NA,NA,20,NA,NA,On-time,
EDILLILIE_S2.2_P3412_R1,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S2.2_P3412_R2,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S2.2_P3412_R3,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S2.2_P4123_R1,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S2.2_P4123_R2,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S2.2_P4123_R3,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S3_P1234_R1,2023,5,12,fababean,NA,NA,pba samira,NA,NA,TRUE,NA,NA,sale,30,NA,NA,70,NA,NA,On-time,
EDILLILIE_S3_P1234_R2,2023,5,12,fababean,NA,NA,pba samira,NA,NA,TRUE,NA,NA,sale,30,NA,NA,70,NA,NA,On-time,
EDILLILIE_S3_P1234_R3,2023,5,12,fababean,NA,NA,pba samira,NA,NA,TRUE,NA,NA,sale,30,NA,NA,70,NA,NA,On-time,
EDILLILIE_S3_P2341_R1,2023,5,12,canola,NA,NA,nuseed emu tf,NA,NA,TRUE,NA,NA,sale,50,NA,NA,20,NA,NA,On-time,
EDILLILIE_S3_P2341_R2,2023,5,12,canola,NA,NA,nuseed emu tf,NA,NA,TRUE,NA,NA,sale,50,NA,NA,20,NA,NA,On-time,
EDILLILIE_S3_P2341_R3,2023,5,12,canola,NA,NA,nuseed emu tf,NA,NA,TRUE,NA,NA,sale,50,NA,NA,20,NA,NA,On-time,
EDILLILIE_S3_P3412_R1,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S3_P3412_R2,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S3_P3412_R3,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S3_P4123_R1,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S3_P4123_R2,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
EDILLILIE_S3_P4123_R3,2023,5,12,wheat,NA,NA,calibre,NA,NA,TRUE,NA,NA,sale,180,NA,NA,50,NA,NA,On-time,
