plotID,year,month,day,name,targetPest,unitsAppliedKgOrLitres,appliedAmount,comments
EDILLILIE_S2.1_P1234_R2,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.1_P1234_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P1234_R3,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.1_P2341_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P2341_R1,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S2.1_P2341_R1,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.1_P2341_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P2341_R2,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S2.1_P2341_R2,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.1_P2341_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P2341_R3,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S2.1_P2341_R3,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.1_P3412_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P3412_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P3412_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P4123_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P4123_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.1_P4123_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2 _P2341_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2 _P2341_R1,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S2.2 _P2341_R1,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.2_P1234_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P1234_R1,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.2_P1234_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P1234_R2,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.2_P1234_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P1234_R3,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.2_P2341_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P2341_R2,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S2.2_P2341_R2,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.2_P2341_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P2341_R3,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S2.2_P2341_R3,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S2.2_P3412_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P3412_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P3412_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P4123_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P4123_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S2.2_P4123_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P1234_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P1234_R1,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S3_P1234_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P1234_R2,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S3_P1234_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P1234_R3,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S3_P2341_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P2341_R1,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S3_P2341_R1,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S3_P2341_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P2341_R2,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S3_P2341_R2,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S3_P2341_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P2341_R3,2023,5,29,Transcend,faw,kg,2,"2kg/ha applied to control Slugs, earwigs, snails "
EDILLILIE_S3_P2341_R3,2023,9,11,Alpha-scud,faw,L,0.1,0.1L/ha applied to control of native budworm 
EDILLILIE_S3_P3412_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P3412_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P3412_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P4123_R1,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P4123_R2,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
EDILLILIE_S3_P4123_R3,2023,5,18,Pyrenix Super ,faw,L,1,"1L/ha applied to control RLEM, Earwigs, slaters, millipedes"
