plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,comments
WALLUP_S2_P4123_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S3_P1234_R1,2023,5,4,Vetch,NA,NA,Morava,NA,NA,TRUE,NA,NA,soilManagement,60,NA,NA,30,NA,NA,Early,
WALLUP_S3_P1234_R2,2023,5,4,Vetch,NA,NA,Morava,NA,NA,TRUE,NA,NA,soilManagement,60,NA,NA,30,NA,NA,Early,
WALLUP_S3_P1234_R3,2023,5,4,Vetch,NA,NA,Morava,NA,NA,TRUE,NA,NA,soilManagement,60,NA,NA,30,NA,NA,Early,
WALLUP_S3_P2341_R1,2023,5,4,Canola,NA,NA,44y94 cl,NA,NA,TRUE,NA,NA,sale,50,NA,NA,15,NA,NA,Early,
WALLUP_S3_P2341_R2,2023,5,4,Canola,NA,NA,44y94 cl,NA,NA,TRUE,NA,NA,sale,50,NA,NA,15,NA,NA,Early,
WALLUP_S3_P2341_R3,2023,5,4,Canola,NA,NA,44y94 cl,NA,NA,TRUE,NA,NA,sale,50,NA,NA,15,NA,NA,Early,
WALLUP_S3_P3412_R1,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S3_P3412_R2,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S3_P3412_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S3_P4123_R1,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S3_P4123_R2,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S3_P4123_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S4_P1231_R1,2023,5,30,Lentil,fababean,NA,GIA Thunder,Bendoc,NA,TRUE,TRUE,NA,sale,60,13,NA,30,30,NA,On-time,
WALLUP_S4_P1231_R2,2023,5,30,Lentil,fababean,NA,GIA Thunder,Bendoc,NA,TRUE,TRUE,NA,sale,60,13,NA,30,30,NA,On-time,
WALLUP_S4_P1231_R3,2023,5,30,Lentil,fababean,NA,GIA Thunder,Bendoc,NA,TRUE,TRUE,NA,sale,60,13,NA,30,30,NA,On-time,
WALLUP_S4_P2312_R1,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S4_P2312_R2,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S4_P2312_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S4_P3123_R1,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S4_P3123_R2,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S4_P3123_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S5_P0000_R1,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S5_P0000_R2,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S5_P0000_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S6_P0000_R1,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S6_P0000_R2,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
WALLUP_S6_P0000_R3,2023,5,30,Wheat,NA,NA,Scepter,NA,NA,TRUE,NA,NA,sale,140,NA,NA,30,NA,NA,On-time,
