,plotID,year,month,day,crop1Name,crop2Name,crop3Name,crop1Variety,crop2Variety,crop3Variety,seedTreatment1Bool,seedTreatment2Bool,seedTreatment3Bool,sowingReason,crop1SowingDensity,crop2SowingDensity,crop3SowingDensity,crop1SowingDepth,crop2SowingDepth,crop3SowingDepth,sowingTimelinessDescription,comments,site,activity_type,date,costs_activity_dollars,costs_product_applied_dollars,revenue_crops_dollars,SITE,harvestOutcome,harvestReason,crop1Yield,crop2Yield,crop3Yield,terminationState,name,unitsAppliedKgOrLitres,appliedAmount,targetPest
32,APPILA_S1_P2312_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
33,APPILA_S1_P2312_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
34,APPILA_S1_P2312_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
35,APPILA_S1_P2312_R1,2023,5,31,Wheat,,,Scepter,,,True,,,sale,100.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
36,APPILA_S1_P2312_R1,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,25.0,0.0,,,,,,,,Urea,kg,50.0,
37,APPILA_S1_P2312_R1,2023,11,11,Wheat,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,151.8,,success,sale,460.0,,,stubble,,,,
38,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
39,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
40,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
41,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
42,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
43,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
44,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
45,APPILA_S1_P2312_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
46,APPILA_S1_P2312_R2,2023,5,31,Wheat,,,Scepter,,,True,,,sale,100.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
47,APPILA_S1_P2312_R2,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,25.0,0.0,,,,,,,,Urea,kg,50.0,
48,APPILA_S1_P2312_R2,2023,11,11,Wheat,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,181.5,,success,sale,550.0,,,stubble,,,,
49,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
50,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
51,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
52,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
53,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
54,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
55,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
56,APPILA_S1_P2312_R3,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
57,APPILA_S1_P2312_R3,2023,5,31,Wheat,,,Scepter,,,True,,,sale,100.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
58,APPILA_S1_P2312_R3,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,25.0,0.0,,,,,,,,Urea,kg,50.0,
59,APPILA_S1_P2312_R3,2023,11,11,Wheat,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,224.4,,success,sale,680.0,,,stubble,,,,
60,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
61,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
62,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
63,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
64,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
65,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
66,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
67,APPILA_S1_P3123_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
68,APPILA_S1_P3123_R1,2023,5,31,Barley,,,Commodus,,,True,,,sale,80.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
69,APPILA_S1_P3123_R1,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,25.0,0.0,,,,,,,,Urea,kg,50.0,
70,APPILA_S1_P3123_R1,2023,11,11,Barley,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,77.47999999999999,,success,sale,260.0,,,stubble,,,,
71,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
72,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
73,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
74,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
75,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
76,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
77,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
78,APPILA_S1_P3123_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
79,APPILA_S1_P3123_R2,2023,5,31,Barley,,,Commodus,,,True,,,sale,80.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
80,APPILA_S1_P3123_R2,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,25.0,0.0,,,,,,,,Urea,kg,50.0,
81,APPILA_S1_P3123_R2,2023,11,11,Barley,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,65.56,,success,sale,220.0,,,stubble,,,,
82,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
83,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
84,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
85,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
86,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
87,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
88,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
89,APPILA_S1_P3123_R3,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
90,APPILA_S1_P3123_R3,2023,5,31,Barley,,,Commodus,,,True,,,sale,80.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
91,APPILA_S1_P3123_R3,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,25.0,0.0,,,,,,,,Urea,kg,50.0,
92,APPILA_S1_P3123_R3,2023,11,11,Barley,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,131.12,,success,sale,440.0,,,stubble,,,,
93,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
94,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
95,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
96,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,15.0,0.0,,,,,,,,Reflex,L,1.0,
97,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,21.8,0.0,,,,,,,,Propyzamide,L,1.0,
98,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
99,APPILA_S2_P1212_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
100,APPILA_S2_P1212_R1,2023,5,31,Lentil,,,Hurricane,,,False,,,sale,20.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
101,APPILA_S2_P1212_R1,2023,11,11,Lentil,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,6.5,,success,sale,10.0,,,stubble,,,,
102,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
103,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
104,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
105,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,15.0,0.0,,,,,,,,Reflex,L,1.0,
106,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,21.8,0.0,,,,,,,,Propyzamide,L,1.0,
107,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
108,APPILA_S2_P1212_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
109,APPILA_S2_P1212_R2,2023,5,31,Lentil,,,Hurricane,,,False,,,sale,20.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
110,APPILA_S2_P1212_R2,2023,11,11,Lentil,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,253.5,,success,sale,390.0,,,stubble,,,,
111,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
112,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
113,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
114,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,15.0,0.0,,,,,,,,Reflex,L,1.0,
115,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,21.8,0.0,,,,,,,,Propyzamide,L,1.0,
116,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
117,APPILA_S2_P1212_R3,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
118,APPILA_S2_P1212_R3,2023,5,31,Lentil,,,Hurricane,,,False,,,sale,20.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
119,APPILA_S2_P1212_R3,2023,11,11,Lentil,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,0.0,,fail_pests,sale,0.0,,,stubble,,,,
120,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
121,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
122,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
123,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
124,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
125,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
126,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
127,APPILA_S2_P2121_R1,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
128,APPILA_S2_P2121_R1,2023,5,31,Wheat,,,Scepter,,,True,,,sale,100.0,,,25.0,,,On-time,,appila,sowing,2023-05-31,50.0,0.0,0.0,,,,,,,,,,,
129,APPILA_S2_P2121_R1,2023,8,17,,,,,,,,,,,,,,,,,,top dressing,appila,fertiliser,2023-08-17,8.5,47.5,0.0,,,,,,,,Urea,kg,95.0,
130,APPILA_S2_P2121_R1,2023,11,11,Wheat,,,,,,,,,,,,,,,,,,appila,termination,2023-11-11,80.0,0.0,211.20000000000002,,success,sale,640.0,,,stubble,,,,
131,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,Insecticide,appila,pesticide,2023-05-31,11.0,11.6,0.0,,,,,,,,Pyrenix Super,L,1.0,insects
132,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,0.6,0.0,,,,,,,,Hammer,L,0.03,
133,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,Knockdown,appila,herbicide,2023-05-31,11.0,9.0,0.0,,,,,,,,Glyphosate,L,2.0,
134,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,6.4,0.0,,,,,,,,Trifluralin,L,0.8,
135,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,18.400000000000002,0.0,,,,,,,,Tri-allate,L,1.6,
136,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,Pre-em,appila,herbicide,2023-05-31,11.0,31.299999999999997,0.0,,,,,,,,Boxer Gold,L,2.5,
137,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing,appila,fertiliser,2023-05-31,8.5,59.8,0.0,,,,,,,,MAP,kg,104.0,
138,APPILA_S2_P2121_R2,2023,5,31,,,,,,,,,,,,,,,,,,at sowing with MAP fertiliser,appila,fungicide,2023-05-31,11.0,7.800000000000001,0.0,,,,,,,, Flutriafol,L,0.2,
